1108939,6707713,-55.724792166410744
1108939,6179155,-56.05282683096154
1108939,6164673,-56.31209720998245
1108939,3899060,-56.51881782966174
1108939,699259,-56.57481100358289
1108939,3647358,-56.63457144049541
1108939,6179149,-56.65299971466868
1108939,8661642,-56.65364989563663
1108939,4390191,-56.70603081417732
1108939,242056,-56.717923538437574
1108939,6179150,-56.786723762320335
1108939,631424,-56.7878554607155
1108939,6092801,-56.834622834755535
1108939,8596285,-56.83565841288879
1108939,5807716,-56.8732053201223
1108939,6843852,-56.89995612104167
1108939,6707716,-56.940392790660596
1108939,7491705,-56.940416874336925
1108939,2068541,-56.94118749073524
1108939,7919347,-56.94174129791941
1108939,8550205,-56.96880449917049
1108939,3168054,-56.96904531911429
1108939,5668417,-56.96943060690036
1108939,6681205,-56.96955100324514
1108939,6707715,-57.058512987229555
1108939,4374720,-57.07315344438584
1108939,25753,-57.0732016190479
1108939,6179026,-57.07368334014139
1108939,2011059,-57.074309508186445
1108939,2251472,-57.074309508186445
1108939,5553585,-57.12216039087936
1108939,3259017,-57.12273843113088
1108939,3130232,-57.123075590419504
1108939,6564869,-57.12329232367147
1108939,5010667,-57.12329232367148
1108939,4049530,-57.12334048534056
1108939,3150726,-57.1238943111942
1108939,160716,-57.19108100263594
1108939,7698352,-57.191779469622475
1108939,7405170,-57.19187580223973
1108939,4172981,-57.19279086954789
1108939,3745976,-57.192814948005136
1108939,610121,-57.20999063850371
1108939,3865302,-57.21008696740913
1108939,3009955,-57.210881610074445
1108939,6669588,-57.22759316522328
1108939,7428365,-57.2282434464106
1108939,7640797,-57.22841202402496
1108939,4100158,-57.22846018801371
1108939,1199019,-57.30440968794294
1108939,920451,-57.304770976152334
1108939,371765,-57.325816587782946
1108939,4772094,-57.326225947183865
1108939,2846462,-57.34482219093101
1108939,7724054,-57.3450630723644
1108939,3097883,-57.34520759565433
1108939,1440639,-57.34525576915602
1108939,7777453,-57.34590606600541
1108939,7152561,-57.34595423277804
1108939,6529622,-57.34617097751298
1108939,5836378,-57.346484036654786
1108939,8596286,-57.34686931330768
1108939,8256786,-57.34694154937515
1108939,753531,-57.34706194050184
1108939,1406041,-57.41025191541223
1108939,5748454,-57.41042050358266
1108939,2556061,-57.41051683712793
1108939,3647366,-57.41051683712793
1108939,1842680,-57.4106854163662
1108939,6204916,-57.4106854163662
1108939,6290174,-57.41078174480766
1108939,5907095,-57.410781744807664
1108939,414222,-57.41082990833246
1108939,6758075,-57.41082990833246
1108939,2556062,-57.41082990833246
1108939,5907094,-57.41087807139332
1108939,8620089,-57.411118879738815
1108939,7607668,-57.411359676487145
1108939,2115313,-57.433447251975316
1108939,7844766,-57.43376029453235
1108939,7844765,-57.43378437391726
1108939,2072620,-57.478618552494005
1108939,1022480,-57.47914844824955
1108939,3899055,-57.47924478689918
1108939,3529237,-57.47934112369262
1108939,3904622,-57.479365207600935
1108939,4016944,-57.47943745862992
1108939,3899061,-57.4795578746915
1108939,8596284,-57.47984686140783
1108939,2875828,-57.48003950993987
1108939,2561987,-57.48030438955216
1108939,5101048,-57.48042478473732
1108939,8596282,-57.527986781975834
1108939,834481,-57.528107203837706
1108939,1851519,-57.52834803886094
1108939,157178,-57.52839620447359
1108939,1889170,-57.52846845202259
1108939,3184954,-57.52849253430694
1108939,3184955,-57.52861294398885
1108939,917895,-57.52873335077112
1112389,7651152,-55.841997250903354
1112389,7120135,-55.93908875076404
1112389,4284834,-56.129631157742494
1112389,452837,-56.246787998208205
1112389,452836,-56.246787998208205
1112389,452841,-56.246787998208205
1112389,452842,-56.246787998208205
1112389,452838,-56.246787998208205
1112389,8138765,-56.387757641751676
1112389,6064417,-56.53478317805833
1112389,5892677,-56.61094936981674
1112389,4931198,-56.71652667510916
1112389,7817890,-56.83457466311032
1112389,6064420,-56.899378122553465
1112389,6064418,-56.899378122553465
1112389,6064419,-56.899378122553465
1112389,8138768,-56.93942934847137
1112389,6780773,-56.9395257010447
1112389,4790816,-56.94015194751687
1112389,2472193,-56.94017603235329
1112389,2086171,-56.940224201678106
1112389,7651158,-56.94089852350404
1112389,6064416,-56.94099484777004
1112389,4284840,-57.058175826316976
1112389,1394174,-57.0584889050612
1112389,6199112,-57.05860931474311
1112389,3570708,-57.07380376316338
1112389,4337245,-57.1221363044186
1112389,1449007,-57.19105691582707
1112389,4337251,-57.226629630203036
1112389,4337253,-57.227328211602156
1112389,1116794,-57.28626877029636
1112389,3394196,-57.303807482908255
1112389,6780774,-57.30397610762914
1112389,3394193,-57.32420290372828
1112389,3394197,-57.32454013448577
1112389,1394173,-57.32555169031024
1112389,8138763,-57.3449426330983
1112389,7119576,-57.34496672118361
1112389,5892681,-57.34511124725853
1112389,8060371,-57.34511124725853
1112389,4855805,-57.345303942193574
1112389,4492425,-57.3466525988434
1112389,4076,-57.41030008404097
1112389,7198431,-57.47852220177741
1112389,2107820,-57.47955787469151
1112389,2086170,-57.52726418989225
1112389,4790809,-57.52757732594997
1112389,4284833,-57.63267288160465
1112389,6832274,-57.632696969457875
1112389,3397526,-57.63301010099008
1112389,1447482,-57.63341955109881
1112389,7198424,-57.6336122219015
1112389,1015764,-57.6336122219015
1112389,4284831,-57.63385304996476
1112389,7120208,-57.66108463188168
1112389,8258541,-57.66187943148546
1112389,8258542,-57.66221658103068
1112389,7651153,-57.75026321025756
1112389,190722,-57.75050409285143
1112389,5892680,-57.75057635536669
1112389,6780768,-57.750648616837594
1112389,4604397,-57.75072087726418
1112389,6064415,-57.75137117411357
1112389,2472196,-57.75141934088621
1112389,1105208,-57.75151567303947
1112389,8060368,-57.81465719626827
1112389,3570710,-57.81475355348374
1112389,8097877,-57.815861528014494
1112389,6496650,-57.81807674078338
1112389,6799747,-57.883963221916304
1112389,1007615,-57.88413183526423
1112389,8487537,-57.88418000946213
1112389,3616675,-57.9200177119261
1112389,6780771,-57.92018633583457
1112389,8138767,-57.92023451304964
1112389,7185002,-57.92023451304964
1112389,5139660,-57.92102937008544
1112389,5139657,-57.92105345468983
1112389,5139661,-57.92107753917823
1112389,5139659,-57.92107753917823
1112389,5139658,-57.92107753917823
1112389,5613397,-57.92204082359574
1112389,6766060,-57.996882393989765
1112389,5290393,-57.997002842540184
1112389,164786,-57.9970751102777
1112389,7936677,-57.99717146563626
1112389,7198430,-57.99721964261923
1112389,1449010,-57.99721964261923
1112389,5054162,-57.99726781913799
1112389,4046104,-57.997315995192565
1112389,5054164,-57.997315995192565
1112389,4553542,-57.99736417078296
1112389,2472195,-57.99738825840409
1112389,392035,-57.997412345909176
1112389,3873935,-57.99743643329822
1112389,4284835,-57.99746052057123
1112389,2622738,-57.9974846077282
1112389,5222231,-57.9974846077282
1112389,4931199,-57.997508694769124
792752,8803599,-23.100269081505
792752,8803603,-23.38783553365382
792752,8803602,-23.793156106983243
792752,8666254,-23.79320428640341
792752,8803595,-24.486158742318537
792752,8803604,-24.486245470706923
792752,8803596,-24.48625510696237
792752,8803598,-24.4864670928366
792752,5080330,-24.486495998260462
792752,5080327,-24.48652490326657
792752,6571521,-24.48653453817577
792752,6348951,-24.48654417303856
1119729,2787566,-101.63919434555592
1119729,2787567,-101.7726823961225
1119729,1557029,-102.77624040674851
1119729,5875858,-103.49523228044303
1119729,7653915,-103.61297197278908
1119729,2203469,-103.97211715233061
1119729,2218823,-103.98636502584816
1119729,2218824,-104.01887050460753
1119729,528940,-104.12284399091345
1119729,1656747,-104.26213253324073
1119729,4620393,-104.30707265796093
1119729,8569229,-104.41212979674519
1119729,6178089,-104.42429227128395
1119729,385220,-104.5277889078994
1119729,3580797,-104.52926270466324
1119729,8537209,-104.5931943975378
1119729,8250359,-104.66292412659251
1119729,427485,-104.69898836612994
